Ticker	Name	Member	Action	Value	Date.of.Transaction	Est.Date.of.Report	After.One.Day	One.Week	One.Month	Two.Months	Six.Months
89	FMC	FMC Corporation	Rogers, Hal (R-Ky)	Purchased	$1,000 to $15,000	2013-09-05	2013-09-12	2013-09-13	2013-09-19	2013-10-14	2013-11-11	2014-03-11
90	GCI	Gannett Co., Inc.	Rogers, Hal (R-Ky)	Purchased	$1,000 to $15,000	2013-09-09	2013-09-16	2013-09-17	2013-09-23	2013-10-16	2013-11-15	2014-03-17
91	GPC	Genuine Parts Company	Rogers, Hal (R-Ky)	Sold	$1,000 to $15,000	2013-09-03	2013-09-10	2013-09-11	2013-09-17	2013-10-10	2013-11-11	2014-03-10
92	GSK	GlaxoSmithKline PLC	Rogers, Hal (R-Ky)	Purchased	$1,000 to $15,000	2014-03-04	2014-03-11	2014-03-12	2014-03-18	2014-04-10	2014-05-12	2014-09-08
93	GXP	Great Plains Energy Inc	Rogers, Hal (R-Ky)	Sold	$1,000 to $15,000	2012-09-19	2012-09-26	2012-09-27	2012-10-03	2012-10-26	2012-11-26	2013-03-25
94	HAL	Halliburton Company	Rogers, Hal (R-Ky)	Purchased	$1,000 to $15,000	2014-09-16	2014-09-23	2014-09-24	2014-09-30	2014-10-23	2014-11-24	2015-03-23
95	HD	Home Depot, Inc. (The)	Rogers, Hal (R-Ky)	Purchased	$1,000 to $15,000	2014-03-07	2014-03-14	2014-03-17	2014-03-21	2014-04-14	2014-05-13	2014-09-10
96	HD	Home Depot, Inc. (The)	Rogers, Hal (R-Ky)	Purchased	$1,000 to $15,000	2013-05-24	2013-05-31	2013-06-03	2013-06-07	2013-07-01	2013-07-30	2013-11-27
97	HIG	Hartford Financial Services Group, Inc. (The)	Rogers, Hal (R-Ky)	Purchased	$1,000 to $15,000	2014-01-31	2014-02-07	2014-02-10	2014-02-14	2014-03-10	2014-04-08	2014-08-06
98	HMC	Honda Motor Company, Ltd.	Rogers, Hal (R-Ky)	Sold	$1,000 to $15,000	2012-11-27	2012-12-04	2012-12-05	2012-12-11	2013-01-03	2013-02-04	2013-06-03
99	HPQ	Hewlett-Packard Company	Rogers, Hal (R-Ky)	Purchased	$1,000 to $15,000	2013-11-06	2013-11-13	2013-11-14	2013-11-20	2013-12-13	2014-01-13	2014-05-12
100	HPQ	Hewlett-Packard Company	Rogers, Hal (R-Ky)	Purchased	$1,000 to $15,000	2013-09-03	2013-09-10	2013-09-11	2013-09-17	2013-10-10	2013-11-11	2014-03-10
101	ING	ING Group, N.V.	Rogers, Hal (R-Ky)	Sold	$1,000 to $15,000	2013-09-24	2013-10-01	2013-10-02	2013-10-08	2013-10-31	2013-12-02	2014-03-31
102	ITC	ITC Holdings Corp.	Rogers, Hal (R-Ky)	Purchased	$1,000 to $15,000	2012-12-20	2012-12-27	2012-12-28	2013-01-03	2013-01-28	2013-02-25	2013-06-25
103	ITW	Illinois Tool Works Inc.	Rogers, Hal (R-Ky)	Purchased	$1,000 to $15,000	2013-09-25	2013-10-02	2013-10-03	2013-10-09	2013-11-01	2013-12-02	2014-03-31
104	JNS	Janus Capital Group, Inc	Rogers, Hal (R-Ky)	Purchased	$1,000 to $15,000	2013-07-31	2013-08-07	2013-08-08	2013-08-14	2013-09-06	2013-10-07	2014-02-03
105	KB	KB Financial Group Inc	Rogers, Hal (R-Ky)	Sold	$1,000 to $15,000	2014-04-07	2014-04-14	2014-04-15	2014-04-21	2014-05-14	2014-06-13	2014-10-13
