Ticker	Name	Member	Action	Value	Date.of.Transaction	Est.Date.of.Report	After.One.Day	One.Week	One.Month	Two.Months	Six.Months
81	GCI	Gannett Co., Inc.	Rahall, Nick (D-WVa)	Sold	$1,000 to $15,000	2014-02-10	2014-02-17	2014-02-18	2014-02-24	2014-03-19	2014-04-18	2014-08-18
82	GCI	Gannett Co., Inc.	Rahall, Nick (D-WVa)	Sold	$1,000 to $15,000	2012-12-04	2012-12-11	2012-12-12	2012-12-18	2013-01-10	2013-02-11	2013-06-10
83	GIMO	Gigamon Inc.	Rahall, Nick (D-WVa)	Purchased	$1,000 to $15,000	2014-04-08	2014-04-15	2014-04-16	2014-04-22	2014-05-15	2014-06-16	2014-10-13
84	GIMO	Gigamon Inc.	Rahall, Nick (D-WVa)	Sold	$1,000 to $15,000	2014-05-08	2014-05-15	2014-05-16	2014-05-22	2014-06-16	2014-07-14	2014-11-11
85	HPQ	Hewlett-Packard Company	Rahall, Nick (D-WVa)	Sold	$1,000 to $15,000	2013-12-26	2014-01-02	2014-01-03	2014-01-09	2014-02-03	2014-03-03	2014-07-01
86	HPQ	Hewlett-Packard Company	Rahall, Nick (D-WVa)	Sold	$1,000 to $15,000	2014-01-13	2014-01-20	2014-01-21	2014-01-27	2014-02-19	2014-03-21	2014-07-21
87	HPQ	Hewlett-Packard Company	Rahall, Nick (D-WVa)	Sold	$1,000 to $15,000	2013-01-14	2013-01-21	2013-01-22	2013-01-28	2013-02-20	2013-03-22	2013-07-22
88	HPQ	Hewlett-Packard Company	Rahall, Nick (D-WVa)	Purchased	$1,000 to $15,000	2012-10-04	2012-10-11	2012-10-12	2012-10-18	2012-11-12	2012-12-10	2013-04-09
89	HPQ	Hewlett-Packard Company	Rahall, Nick (D-WVa)	Sold	$1,000 to $15,000	2014-01-29	2014-02-05	2014-02-06	2014-02-12	2014-03-07	2014-04-07	2014-08-04
90	HPQ	Hewlett-Packard Company	Rahall, Nick (D-WVa)	Sold	$1,000 to $15,000	2012-12-14	2012-12-21	2012-12-24	2012-12-28	2013-01-21	2013-02-19	2013-06-19
91	KO	Coca-Cola Company (The)	Rahall, Nick (D-WVa)	Purchased	$1,000 to $15,000	2012-08-29	2012-09-05	2012-09-06	2012-09-12	2012-10-05	2012-11-05	2013-03-04
92	KO	Coca-Cola Company (The)	Rahall, Nick (D-WVa)	Sold	$1,000 to $15,000	2012-12-11	2012-12-18	2012-12-19	2012-12-25	2013-01-17	2013-02-18	2013-06-17
93	KRO	Kronos Worldwide Inc	Rahall, Nick (D-WVa)	Sold	$1,000 to $15,000	2013-03-07	2013-03-14	2013-03-15	2013-03-21	2013-04-15	2013-05-13	2013-09-10
94	KRO	Kronos Worldwide Inc	Rahall, Nick (D-WVa)	Sold	$1,000 to $15,000	2012-08-01	2012-08-08	2012-08-09	2012-08-15	2012-09-07	2012-10-08	2013-02-04
95	MAS	Masco Corporation	Rahall, Nick (D-WVa)	Sold	$1,000 to $15,000	2013-09-10	2013-09-17	2013-09-18	2013-09-24	2013-10-17	2013-11-18	2014-03-17
96	MEG	Media General, Inc.	Rahall, Nick (D-WVa)	Sold	$1,000 to $15,000	2013-12-06	2013-12-13	2013-12-16	2013-12-20	2014-01-13	2014-02-11	2014-06-11
97	MEG	Media General, Inc.	Rahall, Nick (D-WVa)	Sold	$1,000 to $15,000	2014-01-07	2014-01-14	2014-01-15	2014-01-21	2014-02-13	2014-03-17	2014-07-14
98	MMM	3M Company	Rahall, Nick (D-WVa)	Sold	$15,001 to $50,000	2012-08-01	2012-08-08	2012-08-09	2012-08-15	2012-09-07	2012-10-08	2013-02-04
99	MMM	3M Company	Rahall, Nick (D-WVa)	Purchased	$1,000 to $15,000	2012-10-25	2012-11-01	2012-11-02	2012-11-08	2012-12-03	2012-12-31	2013-04-30
100	MMM	3M Company	Rahall, Nick (D-WVa)	Purchased	$1,000 to $15,000	2012-09-10	2012-09-17	2012-09-18	2012-09-24	2012-10-17	2012-11-16	2013-03-18
101	MMM	3M Company	Rahall, Nick (D-WVa)	Sold	$1,000 to $15,000	2012-11-02	2012-11-09	2012-11-12	2012-11-16	2012-12-10	2013-01-08	2013-05-08
102	MMM	3M Company	Rahall, Nick (D-WVa)	Sold	$1,000 to $15,000	2012-09-14	2012-09-21	2012-09-24	2012-09-28	2012-10-22	2012-11-20	2013-03-20
103	MMM	3M Company	Rahall, Nick (D-WVa)	Sold	$1,000 to $15,000	2012-07-13	2012-07-20	2012-07-23	2012-07-27	2012-08-20	2012-09-18	2013-01-16
104	MPC	Marathon Petroleum Corporation	Rahall, Nick (D-WVa)	Sold	$1,000 to $15,000	2013-10-17	2013-10-24	2013-10-25	2013-10-31	2013-11-25	2013-12-23	2014-04-22
105	MPC	Marathon Petroleum Corporation	Rahall, Nick (D-WVa)	Purchased	$1,000 to $15,000	2013-09-20	2013-09-27	2013-09-30	2013-10-04	2013-10-28	2013-11-26	2014-03-26
106	MRO	Marathon Oil Corporation	Rahall, Nick (D-WVa)	Sold	$1,000 to $15,000	2013-09-04	2013-09-11	2013-09-12	2013-09-18	2013-10-11	2013-11-11	2014-03-10
107	MTB	M&T Bank Corporation	Rahall, Nick (D-WVa)	Sold	$1,000 to $15,000	2012-07-18	2012-07-25	2012-07-26	2012-08-01	2012-08-24	2012-09-24	2013-01-21
108	MUR	Murphy Oil Corporation	Rahall, Nick (D-WVa)	Sold	$1,000 to $15,000	2012-08-03	2012-08-10	2012-08-13	2012-08-17	2012-09-10	2012-10-09	2013-02-06
