Year	Party	State	Member	Ticker	Action	Value	Date.of.Report	After.One.Day	One.Week	One.Month	Two.Months	Six.Months
49	2014	R	NC	Foxx, Virginia	PBI	Sold	75000	2014-06-02	0.05384	0.06012	0.04116	0.11632	0.24133
50	2014	R	NC	Foxx, Virginia	PWE	Purchased	32500	2014-06-02	-0.09803	-0.1069	-0.11531	0.12246	0.07375
51	2014	R	NC	Foxx, Virginia	PWE	Sold	32500	2014-06-02	0.01363	-0.01712	-0.16693	NA	NA
52	2014	R	NC	Foxx, Virginia	SCCO	Purchased	32500	2014-06-02	-0.05169	-0.00612	NA	-0.01751	-0.05669
54	2014	R	NC	Foxx, Virginia	SIX	Sold	32500	2014-06-02	0.0018	0.03506	0.11354	0.03686	0.15895
55	2014	R	NC	Foxx, Virginia	SIX	Purchased	32500	2014-06-02	-0.02653	-0.00342	-0.03182	-0.06302	-0.11177
56	2014	R	NC	Foxx, Virginia	T	Sold	32500	2014-06-02	0.02726	0.00175	NA	0.00081	NA
57	2014	R	NC	Foxx, Virginia	T	Purchased	32500	2014-06-02	-0.00586	0.00107	-0.01578	-0.05137	-0.09376
58	2014	R	NC	Foxx, Virginia	TAL	Sold	8000	2014-06-02	-0.00998	-0.00889	0.02772	-0.1669	-0.21617
59	2014	R	NC	Foxx, Virginia	TAL	Purchased	8000	2014-06-02	0.01524	-0.00167	-0.10077	-0.19891	-0.213
60	2014	R	NC	Foxx, Virginia	TAL	Purchased	8000	2014-06-02	-0.05228	-0.09298	-0.15227	-0.15889	-0.11967
61	2014	R	NC	Foxx, Virginia	TAL	Sold	32500	2014-06-02	0.0093	0.00307	0.00376	-0.00182	NA
