Year	Party	State	Member	Ticker	Action	Value	Date.of.Report	After.One.Day	One.Week	One.Month	Two.Months	Six.Months
50	2012	R	Ga	Price, Tom	DHR	Sold	8000	2012-11-12	-0.01044	-0.01873	-0.02305	0.02817	0.07767
51	2012	R	Ga	Price, Tom	EMC	Purchased	8000	2012-11-12	NA	0.00055	-0.08158	-0.1401	-0.16815
52	2012	R	Ga	Price, Tom	EMC	Sold	8000	2012-11-12	0.02339	-0.00846	0.08901	0.05796	-0.0571
53	2012	R	Ga	Price, Tom	EMR	Sold	32500	2012-11-12	-0.03398	-0.04056	0.02047	0.0334	-0.01427
54	2012	R	Ga	Price, Tom	ENS	Purchased	8000	2012-11-12	0.01975	0.02214	0.0696	0.08304	0.33234
55	2012	R	Ga	Price, Tom	EOG	Sold	8000	2012-11-12	NA	-0.002	-0.0197	-0.02985	-0.05057
56	2012	R	Ga	Price, Tom	EXP	Purchased	8000	2012-11-12	0.03468	0.02932	0.01733	-0.07001	0.05525
57	2012	R	Ga	Price, Tom	EXP	Sold	8000	2012-11-12	-0.00571	0.02377	0.05534	0.07876	0.14457
58	2012	R	Ga	Price, Tom	HD	Sold	32500	2012-11-12	0.03826	0.03809	-0.03017	-0.01072	0.04867
59	2012	R	Ga	Price, Tom	HES	Sold	8000	2012-11-12	NA	0.01296	0.05435	0.19619	0.09972
60	2012	R	Ga	Price, Tom	HON	Purchased	8000	2012-11-12	0.03169	0.04277	0.04685	0.07282	0.06868
61	2012	R	Ga	Price, Tom	HP	Purchased	8000	2012-11-12	0.04804	0.02868	0.05487	0.09639	0.22425
62	2012	R	Ga	Price, Tom	HPY	Purchased	8000	2012-11-12	-0.05381	-0.05511	-0.02079	0.14469	0.131
63	2012	R	Ga	Price, Tom	HTZ	Purchased	8000	2012-11-12	0.00601	0.00339	0.00571	0.06705	-0.12855
64	2012	R	Ga	Price, Tom	HTZ	Sold	8000	2012-11-12	-0.0527	-0.09941	0.00714	0.03246	0.11274
65	2012	R	Ga	Price, Tom	JAH	Sold	8000	2012-11-12	0.05513	0.04191	0.05567	0.11778	0.03076
66	2012	R	Ga	Price, Tom	JAH	Purchased	8000	2012-11-12	0.02995	0.05019	-0.01553	-0.0286	0.11547
67	2012	R	Ga	Price, Tom	JNJ	Sold	32500	2012-11-12	-0.00536	-0.01905	-0.02228	-0.0259	0.06541
68	2012	R	Ga	Price, Tom	KSU	Sold	8000	2012-11-12	NA	0.01128	0.06793	0.12987	0.15488
69	2012	R	Ga	Price, Tom	LM	Sold	8000	2012-11-12	-0.00863	-0.02966	-0.00798	NA	0.19945
70	2012	R	Ga	Price, Tom	LVS	Sold	8000	2012-11-12	NA	-0.00428	0.09755	0.02761	-0.02531
