Year	Party	State	Member	Ticker	Action	Value	Date.of.Report	After.One.Day	One.Week	One.Month	Two.Months	Six.Months
50	2014	R	Ga	Scott, Austin	BLDP	Purchased	8000	2014-06-17	NA	0.62014	0.53414	0.96197	0.11426
51	2014	R	Ga	Scott, Austin	BLDP	Sold	8000	2014-06-17	0.06254	0.09388	0.82594	0.90184	0.37505
52	2014	R	Ga	Scott, Austin	BLDP	Sold	75000	2014-06-17	0.11022	0.01595	0.61846	0.49383	1.31642
53	2014	R	Ga	Scott, Austin	BLDP	Purchased	8000	2014-06-17	0.26539	0.59885	0.48433	0.91417	0.09471
54	2014	R	Ga	Scott, Austin	BLDP	Sold	8000	2014-06-17	0.17371	-0.09495	-0.32921	-0.15838	0.22874
55	2014	R	Ga	Scott, Austin	BLDP	Purchased	32500	2014-06-17	0.11022	0.01595	0.61846	0.49383	1.31642
56	2014	R	Ga	Scott, Austin	BLDP	Sold	8000	2014-06-17	0.05345	0.23524	0.7273	0.98104	0.32394
57	2014	R	Ga	Scott, Austin	CLNE	Sold	8000	2014-06-17	0.02129	NA	0.11308	0.14894	-0.33144
58	2014	R	Ga	Scott, Austin	CLNE	Purchased	8000	2014-06-17	NA	NA	NA	NA	NA
59	2014	R	Ga	Scott, Austin	CLNE	Purchased	32500	2014-06-17	0.01913	0.01692	-0.01254	0.09385	-0.03545
60	2014	R	Ga	Scott, Austin	CLNE	Purchased	8000	2014-06-17	-0.02987	-0.16579	NA	NA	NA
61	2014	R	Ga	Scott, Austin	CLNE	Purchased	8000	2014-06-17	NA	NA	NA	NA	NA
62	2014	R	Ga	Scott, Austin	CLNE	Sold	8000	2014-06-17	-0.05617	-0.0521	-0.04137	0.09342	-0.11412
63	2014	R	Ga	Scott, Austin	CLNE	Sold	8000	2014-06-17	-0.00832	-0.01127	-0.01438	0.1138	-0.07482
64	2014	R	Ga	Scott, Austin	CPST	Purchased	32500	2014-06-17	-0.0143	-0.01112	-0.07704	NA	NA
65	2014	R	Ga	Scott, Austin	CPST	Purchased	8000	2014-06-17	0.04324	0.08261	-0.04558	-0.16165	NA
66	2014	R	Ga	Scott, Austin	CPST	Sold	32500	2014-06-17	-0.078	-0.10845	NA	NA	NA
67	2014	R	Ga	Scott, Austin	CPST	Purchased	8000	2014-06-17	NA	NA	NA	NA	NA
68	2014	R	Ga	Scott, Austin	CPST	Sold	8000	2014-06-17	-0.078	-0.10845	NA	NA	NA
69	2014	R	Ga	Scott, Austin	CPST	Purchased	32500	2014-06-17	-0.03067	-0.00527	-0.05156	NA	NA
70	2014	R	Ga	Scott, Austin	CPST	Purchased	8000	2014-06-17	-0.0143	-0.01112	-0.07704	NA	NA
71	2014	R	Ga	Scott, Austin	CPST	Purchased	8000	2014-06-17	-0.03067	-0.00527	-0.05156	NA	NA
72	2014	R	Ga	Scott, Austin	CPST	Sold	8000	2014-06-17	-0.07986	-0.08171	-0.22317	-0.22295	NA
73	2014	R	Ga	Scott, Austin	GRMN	Sold	8000	2014-06-17	NA	NA	NA	NA	NA
74	2014	R	Ga	Scott, Austin	MSFT	Purchased	32500	2014-06-17	0.00764	0.00273	0.11164	0.0309	0.05886
75	2014	R	Ga	Scott, Austin	MSFT	Purchased	32500	2014-06-17	NA	-0.09854	-0.05896	-0.04605	-0.02573
76	2014	R	Ga	Scott, Austin	MSFT	Purchased	32500	2014-06-17	-0.00638	0.01823	0.01569	0.0928	0.13436
77	2014	R	Ga	Scott, Austin	MSFT	Purchased	32500	2014-06-17	0.02036	0.01512	0.06104	0.12119	0.09927
78	2014	R	Ga	Scott, Austin	MSFT	Sold	8000	2014-06-17	NA	NA	NA	NA	NA
79	2014	R	Ga	Scott, Austin	MSFT	Purchased	32500	2014-06-17	0.03629	0.0345	0.0647	0.13372	0.09787
80	2014	R	Ga	Scott, Austin	MSFT	Sold	32500	2014-06-17	0.07892	0.07168	0.08437	0.11304	NA
81	2014	R	Ga	Scott, Austin	MSFT	Sold	8000	2014-06-17	-0.01877	-0.02136	-0.05082	NA	0.01133
